Flight Number,PassengerID,Airline,Origin,Destination,Scheduled Departure,Actual Departure,Scheduled Arrival,Actual Arrival,Departure Delay (min),Arrival Delay (min),Delay Reason,Passenger Satisfaction,Survey Score,Comments,Number of Passengers,Date,Delay Duration (minutes),Flight Status
FN1841,PAX2275,AirNova,JFK,SEA,00:27,00:56,02:13,02:20,29,7,Technical,Medium,2,Great service!,208,2024-08-10,7,Delayed
FN1899,PAX2276,JetStream,ATL,MIA,07:10,07:38,10:08,10:07,28,-1,Technical,High,3,Uncomfortable seats.,147,2024-11-06,0,On Time
FN4299,PAX2277,FlyHigh,ORD,MIA,14:21,14:49,16:28,16:56,28,28,Technical,Medium,5,Delay was frustrating.,268,2024-01-07,28,Delayed
FN8966,PAX2278,FlyHigh,LAX,SEA,13:25,13:57,17:17,17:20,32,3,None,Medium,3,Great service!,181,2024-11-25,3,Delayed
FN3419,PAX2279,AirNova,ORD,PHX,07:46,08:22,10:18,10:27,36,9,None,Medium,1,Friendly staff.,228,2024-09-19,9,Delayed
FN1419,PAX2280,FlyHigh,LAX,SEA,22:16,22:53,00:54,01:00,37,6,None,Medium,2,Great service!,266,2024-06-09,6,Delayed
FN4549,PAX2281,SkyJet,DFW,PHX,17:58,18:19,21:28,21:49,21,21,Technical,Medium,5,Uncomfortable seats.,98,2024-05-30,21,Delayed
FN1749,PAX2282,AirNova,ATL,PHX,01:29,01:59,03:41,03:36,30,-5,Crew,High,4,,71,2024-03-25,0,On Time
FN7141,PAX2283,CloudAir,ORD,DEN,01:53,02:22,05:27,05:56,29,29,None,Medium,3,,223,2024-05-26,29,Delayed
FN6616,PAX2284,FlyHigh,ATL,SEA,06:43,07:09,09:13,09:39,26,26,Crew,Medium,5,Delay was frustrating.,83,2024-04-21,26,Delayed
FN9346,PAX2285,AirNova,ORD,PHX,07:04,07:37,11:02,11:35,33,33,None,Low,5,,213,2024-02-05,33,Delayed
FN5271,PAX2286,SkyJet,ORD,SEA,17:43,18:21,19:16,19:54,38,38,Weather,Low,1,Friendly staff.,126,2024-10-11,38,Delayed
FN8543,PAX2287,SkyJet,ATL,BOS,04:40,05:09,07:07,07:36,29,29,None,Medium,5,Uncomfortable seats.,187,2024-07-06,29,Delayed
FN1303,PAX2288,FlyHigh,ORD,MIA,23:52,00:21,03:40,04:09,29,29,Weather,Medium,5,Great service!,228,2024-03-22,29,Delayed
FN8466,PAX2289,CloudAir,LAX,BOS,19:04,19:32,20:45,21:13,28,28,Crew,Medium,5,Smooth flight.,50,2024-01-02,28,Delayed
FN2982,PAX2290,FlyHigh,LAX,MIA,08:01,08:35,10:49,11:23,34,34,Weather,Low,2,Friendly staff.,50,2024-10-29,34,Delayed
FN8951,PAX2291,CloudAir,ATL,BOS,01:04,01:37,04:31,04:27,33,-4,Technical,High,4,Great service!,249,2024-07-15,0,On Time
FN6650,PAX2292,SkyJet,ORD,PHX,10:48,11:16,12:28,12:56,28,28,None,Medium,1,Friendly staff.,165,2024-01-11,28,Delayed
FN6995,PAX2293,JetStream,DFW,BOS,19:47,20:14,22:47,23:14,27,27,None,Medium,5,,87,2024-08-21,27,Delayed
FN5090,PAX2294,FlyHigh,LAX,DEN,17:11,17:40,21:08,21:37,29,29,None,Medium,4,Delay was frustrating.,227,2024-07-13,29,Delayed
FN2877,PAX2295,FlyHigh,ORD,DEN,21:02,21:38,22:49,23:25,36,36,Weather,Low,5,Uncomfortable seats.,99,2024-04-28,36,Delayed
FN2070,PAX2296,JetStream,JFK,DEN,14:12,14:48,17:49,18:25,36,36,Weather,Low,5,,230,2024-01-20,36,Delayed
FN5874,PAX2297,FlyHigh,DFW,SEA,10:31,10:55,12:32,12:29,24,-3,Technical,High,1,,232,2024-09-17,0,On Time
FN3003,PAX2298,SkyJet,DFW,BOS,05:43,06:22,07:15,07:54,39,39,Crew,Low,4,Delay was frustrating.,201,2024-10-19,39,Delayed
FN6765,PAX2299,SkyJet,DFW,DEN,01:51,02:16,04:25,04:50,25,25,Technical,Medium,1,Great service!,138,2024-09-12,25,Delayed
FN8257,PAX2300,AirNova,JFK,DEN,08:19,08:51,10:39,11:11,32,32,None,Low,2,,287,2024-08-09,32,Delayed
FN5914,PAX2301,SkyJet,DFW,BOS,02:53,03:25,06:10,06:42,32,32,Weather,Low,4,Uncomfortable seats.,216,2024-08-13,32,Delayed
FN3712,PAX2302,SkyJet,JFK,SEA,20:29,21:08,22:29,23:08,39,39,Technical,Low,3,Great service!,219,2024-02-22,39,Delayed
FN1031,PAX2303,JetStream,DFW,MIA,05:22,06:00,08:34,08:43,38,9,Weather,Medium,4,,272,2024-12-20,9,Delayed
FN6447,PAX2304,CloudAir,JFK,MIA,16:51,17:15,20:10,20:19,24,9,Weather,Medium,5,,65,2024-12-07,9,Delayed
FN7615,PAX2305,CloudAir,DFW,MIA,02:36,03:15,04:27,05:06,39,39,Technical,Low,4,Smooth flight.,94,2024-12-29,39,Delayed
FN8903,PAX2306,CloudAir,ORD,BOS,04:30,04:53,07:24,07:20,23,-4,Weather,High,4,,90,2024-10-06,0,On Time
FN3799,PAX2307,CloudAir,DFW,PHX,18:40,19:02,21:34,21:56,22,22,Weather,Medium,5,Friendly staff.,203,2024-03-21,22,Delayed
FN3846,PAX2308,JetStream,ATL,DEN,22:07,22:41,23:54,00:28,34,34,Technical,Low,1,Friendly staff.,111,2024-07-20,34,Delayed
FN7849,PAX2309,SkyJet,ATL,PHX,23:10,23:50,01:20,01:18,40,-2,Weather,High,4,Friendly staff.,54,2024-06-06,0,On Time
FN6644,PAX2310,SkyJet,JFK,MIA,10:29,11:10,13:15,13:56,41,41,None,Low,4,Delay was frustrating.,184,2024-04-29,41,Delayed
FN9989,PAX2311,JetStream,LAX,PHX,22:34,22:57,01:20,01:43,23,23,None,Medium,4,Uncomfortable seats.,97,2024-02-28,23,Delayed
FN3156,PAX2312,JetStream,ORD,SEA,10:12,10:45,13:57,14:30,33,33,None,Low,3,Friendly staff.,167,2024-08-02,33,Delayed
FN9401,PAX2313,SkyJet,LAX,MIA,16:55,17:14,20:09,20:28,19,19,Crew,Medium,3,Friendly staff.,242,2024-05-07,19,Delayed
FN7623,PAX2314,JetStream,JFK,DEN,06:52,07:29,10:51,11:00,37,9,Weather,Medium,2,Friendly staff.,239,2024-08-11,9,Delayed
FN4205,PAX2315,CloudAir,ATL,BOS,19:00,19:35,20:43,20:50,35,7,None,Medium,4,,168,2024-07-27,7,Delayed
FN2181,PAX2316,FlyHigh,JFK,SEA,10:10,10:43,14:08,14:41,33,33,Technical,Low,5,Great service!,194,2024-04-24,33,Delayed
FN3458,PAX2317,CloudAir,ATL,BOS,16:45,17:15,19:06,19:36,30,30,Technical,Medium,5,Friendly staff.,206,2024-07-27,30,Delayed
FN1189,PAX2318,JetStream,ATL,DEN,17:34,17:57,19:05,19:28,23,23,Weather,Medium,4,Great service!,81,2024-01-14,23,Delayed
FN5714,PAX2319,SkyJet,JFK,MIA,09:56,10:28,12:04,12:36,32,32,Crew,Low,4,,83,2024-01-09,32,Delayed
FN7532,PAX2320,JetStream,ATL,BOS,03:19,03:53,05:01,05:35,34,34,Technical,Low,4,Friendly staff.,86,2024-02-09,34,Delayed
FN2654,PAX2321,CloudAir,ATL,DEN,05:18,05:54,07:31,08:07,36,36,Technical,Low,2,Delay was frustrating.,55,2024-08-24,36,Delayed
FN8873,PAX2322,SkyJet,ATL,BOS,13:05,13:42,16:28,16:32,37,4,Technical,Medium,5,Delay was frustrating.,299,2024-10-07,4,Delayed
FN1410,PAX2323,CloudAir,ORD,PHX,18:18,18:40,22:17,22:39,22,22,None,Medium,2,Friendly staff.,253,2024-12-24,22,Delayed
FN9953,PAX2324,SkyJet,ATL,MIA,20:12,20:38,22:27,22:53,26,26,Weather,Medium,4,Delay was frustrating.,118,2024-07-19,26,Delayed
FN9810,PAX2325,AirNova,LAX,PHX,15:52,16:23,18:05,18:13,31,8,None,Medium,4,Smooth flight.,137,2024-09-02,8,Delayed
FN4094,PAX2326,CloudAir,DFW,PHX,00:31,00:58,03:12,03:39,27,27,Technical,Medium,4,Great service!,166,2024-10-04,27,Delayed
FN5369,PAX2327,CloudAir,DFW,PHX,11:36,12:07,15:21,15:52,31,31,None,Low,4,,155,2024-08-22,31,Delayed
FN1050,PAX2328,JetStream,JFK,DEN,19:06,19:35,20:54,20:56,29,2,Weather,Medium,4,Delay was frustrating.,192,2024-01-04,2,Delayed
FN5536,PAX2329,FlyHigh,JFK,MIA,01:19,01:53,04:05,04:39,34,34,Technical,Low,5,Friendly staff.,190,2024-06-02,34,Delayed
FN3552,PAX2330,SkyJet,DFW,BOS,01:49,02:14,04:21,04:46,25,25,Crew,Medium,5,,126,2024-01-29,25,Delayed
FN2867,PAX2331,AirNova,ORD,SEA,23:14,23:46,01:18,01:50,32,32,Technical,Low,1,,108,2024-04-18,32,Delayed
FN2158,PAX2332,CloudAir,LAX,MIA,03:07,03:39,04:57,05:29,32,32,None,Low,5,,242,2024-04-07,32,Delayed
FN5723,PAX2333,FlyHigh,ATL,DEN,19:29,19:54,21:05,21:30,25,25,Technical,Medium,2,Delay was frustrating.,216,2024-08-02,25,Delayed
FN1560,PAX2334,SkyJet,JFK,DEN,09:21,09:48,11:06,11:33,27,27,Weather,Medium,4,Friendly staff.,199,2024-10-19,27,Delayed
FN4043,PAX2335,AirNova,LAX,MIA,16:16,16:45,19:44,20:13,29,29,None,Medium,4,,244,2024-03-15,29,Delayed
FN7276,PAX2336,CloudAir,ATL,BOS,08:15,08:53,11:36,12:14,38,38,Crew,Low,5,Uncomfortable seats.,244,2024-11-21,38,Delayed
FN2479,PAX2337,FlyHigh,ATL,SEA,05:02,05:22,07:35,07:55,20,20,None,Medium,4,Smooth flight.,90,2024-05-25,20,Delayed
FN9939,PAX2338,CloudAir,JFK,PHX,11:14,11:42,13:36,14:04,28,28,None,Medium,3,,264,2024-05-07,28,Delayed
FN4603,PAX2339,SkyJet,LAX,MIA,21:45,22:13,23:54,00:22,28,28,None,Medium,4,Great service!,169,2024-12-06,28,Delayed
FN3886,PAX2340,SkyJet,LAX,PHX,21:08,21:39,23:03,23:34,31,31,None,Low,5,Smooth flight.,62,2024-02-11,31,Delayed
FN2419,PAX2341,SkyJet,JFK,DEN,05:51,06:11,07:38,07:58,20,20,Weather,Medium,3,Great service!,104,2024-12-21,20,Delayed
FN8750,PAX2342,CloudAir,ORD,BOS,11:47,12:13,15:06,15:32,26,26,Crew,Medium,3,Great service!,102,2024-02-10,26,Delayed
FN4907,PAX2343,AirNova,LAX,DEN,05:16,05:46,07:22,07:23,30,1,Weather,Medium,3,Uncomfortable seats.,257,2024-02-03,1,Delayed
FN6714,PAX2344,SkyJet,ATL,MIA,11:04,11:43,14:59,15:38,39,39,Weather,Low,2,,161,2024-01-17,39,Delayed
FN6140,PAX2345,AirNova,JFK,PHX,03:16,03:45,06:19,06:20,29,1,None,Medium,3,Great service!,151,2024-06-13,1,Delayed
FN6060,PAX2346,FlyHigh,JFK,BOS,23:23,23:54,02:15,02:18,31,3,Technical,Medium,3,Smooth flight.,242,2024-06-01,3,Delayed
FN9204,PAX2347,JetStream,LAX,MIA,01:03,01:30,04:53,05:20,27,27,None,Medium,3,Uncomfortable seats.,112,2024-03-16,27,Delayed
FN3520,PAX2348,JetStream,ATL,DEN,01:15,01:39,02:51,03:15,24,24,Technical,Medium,4,Great service!,50,2024-03-27,24,Delayed
FN5451,PAX2349,FlyHigh,DFW,SEA,04:50,05:18,06:41,07:09,28,28,None,Medium,4,Uncomfortable seats.,263,2024-04-26,28,Delayed
FN6984,PAX2350,FlyHigh,LAX,PHX,16:04,16:39,19:37,19:39,35,2,None,Medium,4,,287,2024-12-27,2,Delayed
FN5829,PAX2351,SkyJet,DFW,PHX,10:09,10:44,12:18,12:53,35,35,Technical,Low,3,Smooth flight.,238,2024-12-07,35,Delayed
FN1160,PAX2352,JetStream,ATL,SEA,12:10,12:49,15:42,16:21,39,39,Technical,Low,4,Great service!,66,2024-01-27,39,Delayed
FN6546,PAX2353,SkyJet,ORD,MIA,18:29,19:02,21:04,21:37,33,33,None,Low,1,,149,2024-11-08,33,Delayed
FN9192,PAX2354,FlyHigh,ORD,DEN,18:50,19:19,20:21,20:50,29,29,Technical,Medium,4,Great service!,137,2024-10-13,29,Delayed
FN3697,PAX2355,SkyJet,ORD,MIA,09:44,10:24,11:57,11:58,40,1,Weather,Medium,5,Great service!,90,2024-05-13,1,Delayed
FN6061,PAX2356,FlyHigh,LAX,DEN,14:39,15:19,17:16,17:56,40,40,Crew,Low,3,Uncomfortable seats.,84,2024-08-06,40,Delayed
FN2365,PAX2357,FlyHigh,ORD,MIA,05:46,06:13,08:19,08:46,27,27,None,Medium,3,Great service!,72,2024-06-16,27,Delayed
FN7978,PAX2358,SkyJet,DFW,BOS,23:30,00:00,02:52,02:52,30,0,Weather,High,2,,142,2024-04-07,0,On Time
FN2517,PAX2359,JetStream,DFW,BOS,14:44,15:11,16:23,16:21,27,-2,Crew,High,5,Uncomfortable seats.,210,2024-09-24,0,On Time
FN7649,PAX2360,FlyHigh,LAX,BOS,06:31,06:59,08:54,08:59,28,5,None,Medium,2,Great service!,127,2024-08-24,5,Delayed
FN9956,PAX2361,CloudAir,LAX,SEA,06:31,06:53,09:19,09:41,22,22,None,Medium,4,Friendly staff.,66,2024-11-04,22,Delayed
FN5033,PAX2362,AirNova,LAX,MIA,17:56,18:23,21:41,22:08,27,27,Weather,Medium,2,Great service!,117,2024-06-21,27,Delayed
FN7974,PAX2363,CloudAir,ATL,BOS,21:44,22:19,00:21,00:56,35,35,None,Low,3,Uncomfortable seats.,288,2024-07-08,35,Delayed
FN2169,PAX2364,JetStream,JFK,PHX,20:43,21:18,23:18,23:27,35,9,Crew,Medium,5,Great service!,207,2024-05-01,9,Delayed
FN5031,PAX2365,SkyJet,ATL,MIA,19:41,20:12,22:37,23:08,31,31,Weather,Low,3,Uncomfortable seats.,213,2024-02-15,31,Delayed
FN7026,PAX2366,JetStream,DFW,PHX,09:44,10:15,13:32,14:03,31,31,Weather,Low,4,Delay was frustrating.,297,2024-03-04,31,Delayed
FN7664,PAX2367,CloudAir,ORD,DEN,04:25,04:53,06:56,07:24,28,28,Weather,Medium,1,Great service!,263,2024-05-09,28,Delayed
FN6331,PAX2368,CloudAir,DFW,SEA,06:14,06:38,08:36,09:00,24,24,None,Medium,5,,65,2024-11-05,24,Delayed
FN9254,PAX2369,AirNova,DFW,MIA,11:24,11:53,13:26,13:55,29,29,None,Medium,3,,288,2024-12-28,29,Delayed
FN1353,PAX2370,FlyHigh,JFK,SEA,15:33,16:04,18:35,19:06,31,31,Technical,Low,5,Delay was frustrating.,149,2024-07-11,31,Delayed
FN5370,PAX2371,CloudAir,DFW,DEN,09:55,10:22,11:38,12:05,27,27,Technical,Medium,5,,147,2024-11-02,27,Delayed
FN9353,PAX2372,AirNova,LAX,PHX,02:35,02:58,04:14,04:37,23,23,None,Medium,3,Delay was frustrating.,238,2024-06-29,23,Delayed
FN2225,PAX2373,SkyJet,LAX,MIA,13:49,14:16,15:22,15:49,27,27,Crew,Medium,1,,160,2024-10-18,27,Delayed
FN4228,PAX2374,JetStream,ATL,PHX,06:39,07:16,08:56,09:33,37,37,Crew,Low,2,Great service!,258,2024-10-08,37,Delayed
FN4696,PAX2375,SkyJet,JFK,PHX,10:00,10:25,11:54,12:19,25,25,Technical,Medium,2,,290,2024-01-29,25,Delayed
FN5936,PAX2376,CloudAir,JFK,PHX,11:20,11:46,13:14,13:40,26,26,None,Medium,1,Uncomfortable seats.,288,2024-05-28,26,Delayed
FN9294,PAX2377,CloudAir,DFW,DEN,20:06,20:39,23:57,00:30,33,33,Weather,Low,4,Great service!,87,2024-09-23,33,Delayed
FN7294,PAX2378,CloudAir,DFW,BOS,11:03,11:31,14:09,14:37,28,28,Technical,Medium,4,Friendly staff.,85,2024-10-22,28,Delayed
FN7990,PAX2379,AirNova,LAX,PHX,04:18,04:47,07:31,07:27,29,-4,Weather,High,4,,278,2024-01-11,0,On Time
FN5939,PAX2380,AirNova,ORD,SEA,03:52,04:26,07:35,08:09,34,34,Crew,Low,4,Uncomfortable seats.,89,2024-06-12,34,Delayed
FN4477,PAX2381,FlyHigh,ORD,BOS,19:58,20:24,22:41,23:07,26,26,Crew,Medium,2,,123,2024-04-22,26,Delayed
FN8654,PAX2382,JetStream,JFK,PHX,03:05,03:39,06:42,07:16,34,34,Weather,Low,4,Great service!,265,2024-07-05,34,Delayed
FN2329,PAX2383,AirNova,ATL,SEA,00:54,01:11,03:05,03:22,17,17,Weather,Medium,4,Great service!,221,2024-10-21,17,Delayed
FN4976,PAX2384,AirNova,JFK,DEN,08:17,08:43,10:53,11:19,26,26,Technical,Medium,1,,77,2024-08-19,26,Delayed
FN6758,PAX2385,JetStream,ATL,PHX,23:09,23:46,02:02,02:39,37,37,Technical,Low,5,,133,2024-08-14,37,Delayed
FN9536,PAX2386,CloudAir,ORD,SEA,19:43,20:14,21:30,22:01,31,31,None,Low,5,,153,2024-11-05,31,Delayed
FN7772,PAX2387,CloudAir,JFK,PHX,13:34,14:02,15:19,15:47,28,28,Weather,Medium,4,Delay was frustrating.,162,2024-04-07,28,Delayed
FN9167,PAX2388,JetStream,ORD,SEA,05:07,05:34,06:49,06:45,27,-4,Technical,High,1,Great service!,57,2024-02-24,0,On Time
FN9152,PAX2389,SkyJet,ORD,PHX,11:39,11:59,15:19,15:39,20,20,Technical,Medium,3,,144,2024-04-20,20,Delayed
FN8213,PAX2390,CloudAir,DFW,MIA,22:12,22:41,00:38,00:35,29,-3,Technical,High,4,Uncomfortable seats.,72,2024-05-31,0,On Time
FN4288,PAX2391,SkyJet,ATL,PHX,01:57,02:23,03:35,03:30,26,-5,Weather,High,5,,249,2024-09-02,0,On Time
FN1085,PAX2392,SkyJet,ATL,MIA,14:09,14:34,18:01,18:26,25,25,None,Medium,4,Uncomfortable seats.,241,2024-03-09,25,Delayed
FN5182,PAX2393,FlyHigh,JFK,MIA,09:35,10:01,12:54,13:00,26,6,Technical,Medium,5,Smooth flight.,240,2024-11-07,6,Delayed
FN9746,PAX2394,AirNova,ORD,BOS,05:25,05:53,07:59,08:27,28,28,Weather,Medium,5,,254,2024-10-15,28,Delayed
FN9963,PAX2395,FlyHigh,DFW,DEN,08:01,08:36,10:24,10:59,35,35,Technical,Low,2,Friendly staff.,209,2024-09-06,35,Delayed
FN5753,PAX2396,CloudAir,DFW,SEA,17:16,17:40,18:53,19:17,24,24,None,Medium,3,Smooth flight.,126,2024-02-05,24,Delayed
FN2762,PAX2397,JetStream,JFK,PHX,05:53,06:21,08:06,08:34,28,28,Weather,Medium,4,Friendly staff.,284,2024-08-26,28,Delayed
FN7063,PAX2398,CloudAir,JFK,PHX,08:32,09:03,12:19,12:26,31,7,Weather,Medium,5,Smooth flight.,266,2024-05-27,7,Delayed
FN6701,PAX2399,CloudAir,ATL,DEN,15:16,15:50,18:27,19:01,34,34,Technical,Low,4,Smooth flight.,251,2024-08-14,34,Delayed
FN1714,PAX2400,CloudAir,ORD,SEA,00:56,01:25,04:17,04:46,29,29,None,Medium,5,Great service!,109,2024-08-31,29,Delayed
FN5118,PAX2401,SkyJet,JFK,PHX,17:57,18:25,21:08,21:03,28,-5,Technical,High,5,Uncomfortable seats.,238,2024-12-02,0,On Time
FN1132,PAX2402,JetStream,LAX,SEA,17:42,18:14,20:04,20:01,32,-3,None,High,2,Smooth flight.,172,2024-12-30,0,On Time
FN2591,PAX2403,CloudAir,LAX,MIA,12:38,13:06,14:10,14:38,28,28,Technical,Medium,5,Delay was frustrating.,129,2024-07-19,28,Delayed
FN6565,PAX2404,JetStream,ORD,PHX,08:41,09:10,12:13,12:42,29,29,Technical,Medium,3,,185,2024-06-02,29,Delayed
FN8050,PAX2405,AirNova,LAX,BOS,04:25,04:52,07:17,07:44,27,27,None,Medium,2,Uncomfortable seats.,84,2024-03-13,27,Delayed
FN4887,PAX2406,CloudAir,LAX,PHX,16:02,16:28,17:42,18:08,26,26,None,Medium,4,Friendly staff.,236,2024-07-19,26,Delayed
FN5357,PAX2407,FlyHigh,ATL,BOS,10:31,10:59,12:54,13:22,28,28,Weather,Medium,4,,229,2024-10-22,28,Delayed
FN1531,PAX2408,CloudAir,LAX,MIA,21:47,22:24,01:32,01:27,37,-5,None,High,3,Great service!,202,2024-01-17,0,On Time
FN8399,PAX2409,SkyJet,LAX,SEA,10:16,10:42,11:48,12:14,26,26,None,Medium,5,,140,2024-05-08,26,Delayed
FN3781,PAX2410,SkyJet,ORD,PHX,10:25,10:53,12:44,13:12,28,28,None,Medium,4,Smooth flight.,76,2024-08-04,28,Delayed
FN5674,PAX2411,FlyHigh,DFW,PHX,04:35,05:04,07:01,07:30,29,29,None,Medium,5,Smooth flight.,213,2024-03-01,29,Delayed
FN4781,PAX2412,FlyHigh,ATL,SEA,10:37,11:03,12:54,13:20,26,26,Crew,Medium,5,Friendly staff.,103,2024-04-13,26,Delayed
FN5245,PAX2413,AirNova,ORD,BOS,10:08,10:35,13:17,13:44,27,27,Weather,Medium,4,Uncomfortable seats.,266,2024-02-11,27,Delayed
FN1257,PAX2414,JetStream,ATL,DEN,05:26,06:01,08:16,08:51,35,35,Weather,Low,5,Great service!,52,2024-01-25,35,Delayed
FN7405,PAX2415,FlyHigh,ATL,BOS,23:14,23:40,03:08,03:34,26,26,Technical,Medium,2,Great service!,240,2024-02-08,26,Delayed
FN9843,PAX2416,JetStream,LAX,SEA,09:59,10:21,13:19,13:41,22,22,None,Medium,5,Friendly staff.,146,2024-10-17,22,Delayed
FN4194,PAX2417,SkyJet,ATL,BOS,03:59,04:19,06:22,06:28,20,6,Weather,Medium,4,Uncomfortable seats.,158,2024-05-10,6,Delayed
FN5314,PAX2418,JetStream,JFK,MIA,22:33,23:03,00:39,01:09,30,30,Technical,Medium,5,,197,2024-08-16,30,Delayed
FN7793,PAX2419,JetStream,DFW,MIA,07:26,07:58,11:06,11:38,32,32,Weather,Low,3,Great service!,179,2024-04-17,32,Delayed
FN7443,PAX2420,FlyHigh,ORD,PHX,23:19,23:47,01:25,01:53,28,28,None,Medium,3,Friendly staff.,89,2024-06-20,28,Delayed
FN2306,PAX2421,CloudAir,LAX,DEN,01:47,02:24,03:30,04:07,37,37,Technical,Low,3,Smooth flight.,185,2024-04-11,37,Delayed
FN9673,PAX2422,FlyHigh,LAX,MIA,14:11,14:38,15:54,16:21,27,27,Weather,Medium,2,Uncomfortable seats.,260,2024-12-19,27,Delayed
FN5983,PAX2423,JetStream,DFW,MIA,19:08,19:42,22:12,22:46,34,34,Weather,Low,5,Friendly staff.,185,2024-01-12,34,Delayed
FN2654,PAX2424,SkyJet,ORD,DEN,21:16,21:39,23:18,23:41,23,23,Weather,Medium,3,Delay was frustrating.,205,2024-10-01,23,Delayed
FN6412,PAX2425,AirNova,ATL,MIA,08:54,09:25,11:28,11:59,31,31,Weather,Low,3,Delay was frustrating.,78,2024-04-10,31,Delayed
FN4648,PAX2426,CloudAir,DFW,MIA,10:07,10:33,13:06,13:09,26,3,Technical,Medium,2,Uncomfortable seats.,164,2024-02-13,3,Delayed
FN5549,PAX2427,CloudAir,JFK,SEA,00:15,00:42,02:38,03:05,27,27,Weather,Medium,5,,294,2024-10-31,27,Delayed
FN4879,PAX2428,CloudAir,DFW,DEN,13:40,14:06,15:12,15:38,26,26,Weather,Medium,5,,286,2024-01-17,26,Delayed
FN5064,PAX2429,SkyJet,ORD,BOS,15:29,15:55,18:39,19:05,26,26,Technical,Medium,4,Uncomfortable seats.,65,2024-11-25,26,Delayed
FN8283,PAX2430,JetStream,JFK,BOS,11:49,12:19,13:55,14:25,30,30,Crew,Medium,5,,226,2024-02-26,30,Delayed
FN7749,PAX2431,SkyJet,DFW,MIA,06:55,07:22,10:46,11:13,27,27,None,Medium,1,Delay was frustrating.,116,2024-11-06,27,Delayed
FN1884,PAX2432,CloudAir,LAX,MIA,02:10,02:35,05:20,05:45,25,25,Weather,Medium,5,Uncomfortable seats.,143,2024-10-29,25,Delayed
FN7040,PAX2433,AirNova,LAX,SEA,17:49,18:22,20:04,20:37,33,33,None,Low,4,Great service!,279,2024-01-12,33,Delayed
FN3282,PAX2434,FlyHigh,ORD,BOS,18:47,19:16,22:14,22:43,29,29,Weather,Medium,2,,289,2024-11-13,29,Delayed
FN5465,PAX2435,SkyJet,JFK,DEN,05:03,05:34,08:47,09:18,31,31,Weather,Low,2,Delay was frustrating.,245,2024-03-20,31,Delayed
FN8971,PAX2436,CloudAir,DFW,PHX,14:30,15:02,16:10,16:42,32,32,None,Low,4,Smooth flight.,50,2024-08-03,32,Delayed
FN4097,PAX2437,CloudAir,LAX,PHX,16:20,16:49,18:21,18:25,29,4,Technical,Medium,4,Smooth flight.,147,2024-12-04,4,Delayed
FN9567,PAX2438,JetStream,JFK,SEA,02:26,02:47,06:14,06:35,21,21,None,Medium,1,Delay was frustrating.,59,2024-09-20,21,Delayed
FN5987,PAX2439,CloudAir,ATL,MIA,00:32,00:55,04:15,04:38,23,23,None,Medium,5,Delay was frustrating.,203,2024-05-28,23,Delayed
FN1102,PAX2440,SkyJet,JFK,SEA,05:38,06:07,08:09,08:38,29,29,Crew,Medium,2,Delay was frustrating.,242,2024-03-21,29,Delayed
FN9246,PAX2441,FlyHigh,DFW,MIA,17:33,18:02,19:53,19:51,29,-2,Technical,High,5,,238,2024-08-02,0,On Time
FN8280,PAX2442,FlyHigh,JFK,MIA,12:36,13:02,15:09,15:35,26,26,Technical,Medium,4,Delay was frustrating.,69,2024-07-16,26,Delayed
FN2977,PAX2443,FlyHigh,LAX,PHX,01:29,01:58,04:51,05:20,29,29,Technical,Medium,3,Smooth flight.,265,2024-07-18,29,Delayed
FN2689,PAX2444,JetStream,LAX,SEA,10:20,10:48,12:47,12:47,28,0,Weather,High,4,,195,2024-01-25,0,On Time
FN4433,PAX2445,JetStream,ATL,BOS,01:21,01:54,03:41,03:48,33,7,Technical,Medium,4,Smooth flight.,192,2024-03-29,7,Delayed
FN6248,PAX2446,CloudAir,ORD,BOS,12:58,13:27,14:48,15:17,29,29,None,Medium,4,Smooth flight.,161,2024-09-24,29,Delayed
FN1069,PAX2447,SkyJet,JFK,DEN,00:16,00:40,03:47,04:11,24,24,Weather,Medium,4,Uncomfortable seats.,57,2024-05-22,24,Delayed
FN1744,PAX2448,SkyJet,ORD,PHX,09:35,10:02,11:18,11:45,27,27,None,Medium,5,Delay was frustrating.,124,2024-02-28,27,Delayed
FN1089,PAX2449,AirNova,LAX,SEA,12:47,13:22,16:12,16:47,35,35,Weather,Low,2,Friendly staff.,90,2024-12-30,35,Delayed
FN8811,PAX2450,SkyJet,DFW,DEN,00:56,01:22,04:41,05:07,26,26,Technical,Medium,5,Smooth flight.,169,2024-01-26,26,Delayed
FN8378,PAX2451,CloudAir,LAX,PHX,03:36,04:06,07:30,08:00,30,30,Weather,Medium,5,Great service!,120,2024-02-16,30,Delayed
FN7435,PAX2452,CloudAir,JFK,PHX,07:47,08:21,09:47,10:21,34,34,None,Low,5,,234,2024-10-14,34,Delayed
FN1633,PAX2453,SkyJet,DFW,PHX,00:04,00:32,02:24,02:52,28,28,Technical,Medium,3,Smooth flight.,131,2024-09-22,28,Delayed
FN6022,PAX2454,JetStream,LAX,DEN,04:05,04:32,05:57,06:24,27,27,Crew,Medium,3,Friendly staff.,241,2024-01-16,27,Delayed
FN9716,PAX2455,CloudAir,DFW,SEA,10:15,10:52,12:18,12:55,37,37,Weather,Low,4,,255,2024-07-17,37,Delayed
FN2273,PAX2456,CloudAir,DFW,DEN,07:48,08:21,09:54,10:27,33,33,None,Low,5,Great service!,83,2024-10-08,33,Delayed
